Sentence #,Word,POS,Tag
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Ubinas,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 167,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 168,PUSAPUNA,NNS,O
,Lima,NNS,B-LOC
,Qhapaq,NNS,I-LOC
,llaqta,NNS,I-LOC
,suyu,NNS,I-LOC
Sentence: 169,Yasuni,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 170,Puente,NNS,B-LOC
,Piedra,NNS,I-LOC
,distritu,NNS,I-LOC
Sentence: 171,Mama,NNS,B-ORG
,Llaqtap,NNS,I-ORG
,San,NNS,I-ORG
,Markus,NNS,I-ORG
,Hatun,NNS,I-ORG
,Yachay,NNS,I-ORG
,Sunturnin,NNS,I-ORG
Sentence: 172,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1962,NNS,I-ORG
Sentence: 173,Calzada]],NNS,O
,",",NNS,O
,Ch'iyar,NNS,B-LOC
,Juqhu,NNS,I-LOC
,),NNS,O
Sentence: 174,T'uru,NNS,B-ORG
,T'uru,NNS,B-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 175,Wamachuku,NNS,B-LOC
,llaqtamantaqa,NNS,O
,10,NNS,O
,km,NNS,O
,karum,NNS,O
,.,NNS,O
Sentence: 176,Carles,NNS,B-PER
,Puyol,NNS,I-PER
,-,NNS,O
,6,NNS,O
,.,NNS,O
Sentence: 177,Yaku,NNS,B-LOC
,puma,NNS,I-LOC
,'Pteronura,NNS,O
,brasiliensis,NNS,O
,',NNS,O
Sentence: 178,PUSAPUNA,NNS,O
,Adolfo,NNS,B-PER
,Bioy,NNS,I-PER
,Casares,NNS,I-PER
Sentence: 179,.,NNS,O
,',NNS,O
,2,NNS,O
,',NNS,O
,.,NNS,O
,Bolívar,NNS,B-LOC
,marka,NNS,I-LOC
Sentence: 180,PUSAPUNA,NNS,O
,Trentino,NNS,B-LOC
,Urin,NNS,I-LOC
,Tirul,NNS,I-LOC
Sentence: 181,Uchuk,NNS,B-LOC
,Wamanqaqa,NNS,I-LOC
,distritu,NNS,I-LOC
Sentence: 182,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1990,NNS,I-ORG
Sentence: 183,.,NNS,O
,',NNS,O
,George,NNS,B-PER
,Weah,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 184,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 185,PUSAPUNA,NNS,O
,Sunch'upampa,NNS,B-ORG
,chaku,NNS,I-ORG
,suyu,NNS,I-ORG
Sentence: 186,.,NNS,O
,',NNS,O
,Eda,NNS,B-PER
,Rivas,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 187,pusapuna,NNS,O
,Tuku,NNS,B-LOC
,rit'i,NNS,I-LOC
,urqu,NNS,I-LOC
Sentence: 188,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1990,NNS,I-ORG
Sentence: 189,Christoph,NNS,B-PER
,Willibald,NNS,I-PER
,Gluck,NNS,I-PER
,",",NNS,O
,Joseph,NNS,B-PER
,Haydn,NNS,I-PER
,",",NNS,O
,Wolfgang,NNS,B-PER
,Amadeus,NNS,I-PER
,Mozart,NNS,I-PER
,",",NNS,O
,Ludwig,NNS,B-PER
,van,NNS,I-PER
,Beethoven,NNS,I-PER
Sentence: 190,Chinchay,NNS,B-LOC
,Ilanda,NNS,I-LOC
,nisqaqa,NNS,O
,Hukllachasqa,NNS,B-LOC
,Qhapaq,NNS,I-LOC
,Suyumanmi,NNS,I-LOC
,kapuchkan,NNS,O
,.,NNS,O
Sentence: 191,Paquyaq,NNS,B-LOC
,asuka,NNS,I-LOC
,',NNS,O
,(,NNS,O
,Otaria,NNS,O
,flavescens,NNS,O
,),NNS,O
,',NNS,O
Sentence: 192,Loa,NNS,B-LOC
,mayu,NNS,I-LOC
,",",NNS,O
,443,NNS,O
,km,NNS,O
,(,NNS,O
,Antofagasta,NNS,B-LOC
,suyu,NNS,I-LOC
,),NNS,O
Sentence: 193,.,NNS,O
,',NNS,O
,Miguel,NNS,B-PER
,de,NNS,I-PER
,San,NNS,I-PER
,Román,NNS,I-PER
Sentence: 194,Hugo,NNS,B-PER
,Banzer,NNS,I-PER
,Suárez,NNS,I-PER
,(,NNS,O
,1997-2001,NNS,O
,),NNS,O
Sentence: 195,Fernando,NNS,B-PER
,Torres,NNS,I-PER
,-,NNS,O
,10,NNS,O
,.,NNS,O
Sentence: 196,Thierry,NNS,B-PER
,Henry,NNS,I-PER
,-,NNS,O
,13,NNS,O
,.,NNS,O
Sentence: 197,San,NNS,B-LOC
,Borja,NNS,I-LOC
,munisipyu,NNS,I-LOC
,",",NNS,O
,Rurrenabaque,NNS,B-LOC
,munisipyu,NNS,I-LOC
,",",NNS,O
,Santa,NNS,B-LOC
,Ana,NNS,I-LOC
,munisipyu,NNS,I-LOC
Sentence: 198,Anqash,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Asunsyun,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Chakas,NNS,B-LOC
,distritu,NNS,I-LOC
,",",NNS,O
,Qarwa,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Shilla,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 199,Kamasqa,NNS,O
,",",NNS,O
,Alberto,NNS,B-PER
,Fujimori,NNS,I-PER
,Umallqmi,NNS,O
,.,NNS,O
Sentence: 200,***,NNS,O
,Turu,NNS,B-LOC
,pisqu,NNS,I-LOC
,',NNS,O
,(,NNS,O
,Cephalopterus,NNS,O
,ornatus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 201,.,NNS,O
,',NNS,O
,Bautista,NNS,B-PER
,Saavedra,NNS,I-PER
,Mallea,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 202,",",NNS,O
,Yuraq,NNS,B-LOC
,Walla,NNS,I-LOC
,",",NNS,O
,Anqash,NNS,B-LOC
,suyu,NNS,I-LOC
Sentence: 203,pusapuna,NNS,O
,Siq'isqa,NNS,B-PER
,rikchasapa,NNS,I-PER
,willakuy,NNS,I-PER
Sentence: 204,PUSAPUNA,NNS,O
,Awya,NNS,B-LOC
,Yala,NNS,I-LOC
,(,NNS,I-LOC
,Mulanpi,NNS,I-LOC
,),NNS,I-LOC
Sentence: 205,.,NNS,O
,',NNS,O
,5,NNS,O
,',NNS,O
,.,NNS,O
,Chimpurasu,NNS,B-LOC
,marka,NNS,I-LOC
Sentence: 206,Hernán,NNS,B-PER
,Cortésta,NNS,I-PER
,yanaparqan,NNS,O
,Mishika,NNS,B-ORG
,runakunatas,NNS,O
,atiyta,NNS,O
,.,NNS,O
Sentence: 207,PUSAPUNA,NNS,O
,Lurisquta,NNS,B-LOC
,(,NNS,I-LOC
,Qullaw,NNS,I-LOC
,),NNS,I-LOC
Sentence: 208,Chilipi,NNS,B-ORG
,amachasqa,NNS,I-ORG
,sallqa,NNS,I-ORG
,suyukuna,NNS,I-ORG
Sentence: 209,Turpiña,NNS,B-LOC
,'Fulica,NNS,O
,gigantea,NNS,O
,',NNS,O
Sentence: 210,pusapuna,NNS,O
,Wilhelm,NNS,B-PER
,von,NNS,I-PER
,Humboldt,NNS,I-PER
Sentence: 211,Waraniyi,NNS,B-ORG
,simi,NNS,I-ORG
,(,NNS,O
,7,NNS,O
,hunuchá,NNS,O
,rimaqniyuq,NNS,O
,),NNS,O
Sentence: 212,黄現璠,NNS,O
,/,NNS,O
,黄现璠,NNS,O
,Huang,NNS,B-PER
,Xianfan,NNS,I-PER
,(,NNS,O
,1899-1982,NNS,O
,),NNS,O
Sentence: 213,Salinas,NNS,B-LOC
,de,NNS,I-LOC
,Garci,NNS,I-LOC
,Mendoza,NNS,I-LOC
,',NNS,O
Sentence: 214,José,NNS,B-PER
,Andrade,NNS,I-PER
,-,NNS,O
,2,NNS,O
,.,NNS,O
Sentence: 215,PUSAPUNA,NNS,O
,Qullqi,NNS,B-LOC
,(,NNS,I-LOC
,Qusqu,NNS,I-LOC
,),NNS,I-LOC
Sentence: 216,Puna,NNS,B-LOC
,khallwa,NNS,I-LOC
,',NNS,O
,(,NNS,O
,Haplochelidon,NNS,O
,andecola,NNS,O
,),NNS,O
,',NNS,O
Sentence: 217,Mozart,NNS,B-PER
,",",NNS,I-PER
,Wolfgang,NNS,I-PER
,Amadeus,NNS,I-PER
,(,NNS,O
,1756-1791,NNS,O
,),NNS,O
Sentence: 218,Terenci,NNS,B-PER
,Moix,NNS,I-PER
,(,NNS,O
,1942-2003,NNS,O
,),NNS,O
Sentence: 219,.,NNS,O
,',NNS,O
,Trygve,NNS,B-PER
,Lie,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 220,PUSAPUNA,NNS,O
,K'upuraki,NNS,B-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Ariqipa,NNS,I-LOC
,),NNS,I-LOC
Sentence: 221,Patrick,NNS,B-PER
,Vieira,NNS,I-PER
,-,NNS,O
,5,NNS,O
,.,NNS,O
Sentence: 222,Marcus,NNS,B-PER
,Tullius,NNS,I-PER
,Cicero,NNS,I-PER
Sentence: 223,.,NNS,O
,',NNS,O
,FC,NNS,B-ORG
,Schalke,NNS,I-ORG
,4,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 224,Piray,NNS,B-LOC
,mayu,NNS,I-LOC
,",",NNS,O
,Santa,NNS,B-LOC
,Krus,NNS,I-LOC
,llaqta,NNS,I-LOC
,ñiqpi,NNS,O
Sentence: 225,Qulcha,NNS,B-LOC
,``,NNS,I-LOC
,K,NNS,I-LOC
,',NNS,I-LOC
,munisipyu,NNS,I-LOC
Sentence: 226,PUSAPUNA,NNS,O
,Santiago,NNS,B-LOC
,de,NNS,I-LOC
,Méndez,NNS,I-LOC
,kiti,NNS,I-LOC
Sentence: 227,Truhillu,NNS,B-LOC
,790,NNS,O
,0,NNS,O
,tiyaq,NNS,O
Sentence: 228,.,NNS,O
,',NNS,O
,Lev,NNS,B-PER
,Yashin,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 229,Señorninchik,NNS,O
,Jescristopa,NNS,O
,Musuq,NNS,B-ORG
,Testamenton,NNS,I-ORG
,.,NNS,O
Sentence: 230,.,NNS,O
,',NNS,O
,Raúl,NNS,B-PER
,Porras,NNS,I-PER
,Barrenechea,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 231,Pichincha,NNS,B-LOC
,marka,NNS,I-LOC
,",",NNS,O
,Mejía,NNS,B-LOC
,kiti,NNS,I-LOC
Sentence: 232,Qhichwa,NNS,B-ORG
,Simi,NNS,I-ORG
,Hamut'ana,NNS,I-ORG
,Kuraq,NNS,I-ORG
,Suntur,NNS,I-ORG
Sentence: 233,Pierre,NNS,B-PER
,Littbarski,NNS,I-PER
,-,NNS,O
,8,NNS,O
,.,NNS,O
Sentence: 234,Sankay,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 235,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2014,NNS,I-ORG
Sentence: 236,Isiboro,NNS,B-ORG
,Secure,NNS,I-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 237,PUSAPUNA,NNS,O
,Laram,NNS,B-ORG
,Q'awa,NNS,I-ORG
,urqu,NNS,I-ORG
,(,NNS,I-ORG
,Paqaqi,NNS,I-ORG
,),NNS,I-ORG
Sentence: 238,Puerto,NNS,B-LOC
,Villarroel,NNS,I-LOC
,munisipyu,NNS,I-LOC
Sentence: 239,Chumpi,NNS,B-ORG
,',NNS,O
,(,NNS,O
,fajas,NNS,O
,),NNS,O
,',NNS,O
Sentence: 240,**,NNS,O
,Uwuy,NNS,B-ORG
,pinkuyllu,NNS,I-ORG
,',NNS,O
,(,NNS,O
,Oboe,NNS,O
,),NNS,O
,',NNS,O
Sentence: 241,Shuyturahu,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Alpamayo,NNS,O
,),NNS,O
,',NNS,O
,",",NNS,O
,Anqash,NNS,B-LOC
,suyupi,NNS,I-LOC
Sentence: 242,Omiros,NNS,B-PER
,(,NNS,O
,Όμηρος,NNS,O
,),NNS,O
Sentence: 243,Paraqas,NNS,B-LOC
,mama,NNS,I-LOC
,llaqta,NNS,I-LOC
,risirwa,NNS,I-LOC
Sentence: 244,Chulumani,NNS,B-LOC
,munisipyu,NNS,I-LOC
,",",NNS,O
,Quruyqu,NNS,B-LOC
,munisipyu,NNS,I-LOC
,",",NNS,O
,Quripata,NNS,B-LOC
,munisipyu,NNS,I-LOC
Sentence: 245,Carl,NNS,B-PER
,von,NNS,I-PER
,Linné,NNS,I-PER
Sentence: 246,Isiboro,NNS,B-ORG
,Secure,NNS,I-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 247,**,NNS,O
,',NNS,O
,Ñit'isqa,NNS,B-ORG
,ñawra,NNS,I-ORG
,phiruru,NNS,I-ORG
,',NNS,O
,.,NNS,O
,(,NNS,O
,DVD,NNS,O
,),NNS,O
Sentence: 248,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2014,NNS,I-ORG
Sentence: 249,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 250,redirección,NNS,O
,Machu,NNS,B-LOC
,Pikchu,NNS,I-LOC
,llaqta,NNS,I-LOC
Sentence: 251,.,NNS,O
,',NNS,O
,Joaquín,NNS,B-PER
,Crespo,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 252,.,NNS,O
,',NNS,O
,Pawlu,NNS,B-PER
,V,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 253,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1974,NNS,I-ORG
Sentence: 254,Raqch'ipi,NNS,B-LOC
,Qun,NNS,B-PER
,Tiksi,NNS,I-PER
,Wiraqucha,NNS,I-PER
,yupaychana,NNS,O
,wasip,NNS,O
Sentence: 255,PUSAPUNA,NNS,O
,Ichigkat,NNS,B-ORG
,muja,NNS,I-ORG
,-,NNS,I-ORG
,Kuntur,NNS,I-ORG
,walla,NNS,I-ORG
,mamallaqta,NNS,I-ORG
,wari,NNS,I-ORG
,kancha,NNS,I-ORG
Sentence: 256,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 257,Universidade,NNS,B-ORG
,Estadual,NNS,I-ORG
,de,NNS,I-ORG
,Feira,NNS,I-ORG
,de,NNS,I-ORG
,Santana,NNS,I-ORG
Sentence: 258,José,NNS,B-PER
,Guillermo,NNS,I-PER
,Del,NNS,I-PER
,Solar,NNS,I-PER
Sentence: 259,John,NNS,B-PER
,Ronald,NNS,I-PER
,Reuel,NNS,I-PER
,Tolkien,NNS,I-PER
Sentence: 260,Chuqiyapu,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Inkisiwi,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Q'imi,NNS,B-LOC
,munisipyu,NNS,I-LOC
Sentence: 261,.,NNS,O
,',NNS,O
,Universitario,NNS,B-ORG
,de,NNS,I-ORG
,Deportes,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 262,Qhichwa,NNS,B-ORG
,Simi,NNS,I-ORG
,Hamut'ana,NNS,I-ORG
,Kuraq,NNS,I-ORG
,Suntur,NNS,I-ORG
Sentence: 263,.,NNS,O
,',NNS,O
,Andrew,NNS,B-PER
,Jackson,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 264,.,NNS,O
,',NNS,O
,Friedrich,NNS,B-PER
,Ebert,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 265,Amirika,NNS,B-ORG
,Mamallaqtap,NNS,I-ORG
,Pachakutinapaq,NNS,I-ORG
,Huñunakuynin,NNS,I-ORG
Sentence: 266,.,NNS,O
,',NNS,O
,Griguryu,NNS,B-PER
,V,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 267,Chuqichaka,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Chinchay,NNS,B-LOC
,Sinti,NNS,I-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Urin,NNS,B-LOC
,Sinti,NNS,I-LOC
,pruwinsya,NNS,I-LOC
Sentence: 268,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1982,NNS,I-ORG
Sentence: 269,Cruz,NNS,B-ORG
,Azul,NNS,I-ORG
,FC,NNS,I-ORG
,como,NNS,O
,prestamo,NNS,O
Sentence: 270,IUCN,NNS,O
,nisqaqa,NNS,O
,Chikichasqa,NNS,B-ORG
,Rikch'aq,NNS,I-ORG
,Puka,NNS,I-ORG
,Sutisuyu,NNS,I-ORG
,nisqatam,NNS,O
,ruraykun,NNS,O
,.,NNS,O
Sentence: 271,***,NNS,O
,Yana,NNS,B-LOC
,suwaq'ara,NNS,I-LOC
,',NNS,O
,(,NNS,O
,Coragyps,NNS,O
,atratus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 272,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1970,NNS,I-ORG
Sentence: 273,Susyalismuman,NNS,B-ORG
,Rikch'arimuy,NNS,I-ORG
,MAS,NNS,O
,(,NNS,O
,Evo,NNS,B-PER
,Morales,NNS,I-PER
,),NNS,O
Sentence: 274,Siwis,NNS,B-LOC
,'Cedrela,NNS,O
,sp,NNS,O
,.,NNS,O
,',NNS,O
Sentence: 275,Tupaq,NNS,B-PER
,Amaru,NNS,I-PER
,iskay,NNS,I-PER
,ñiqin,NNS,I-PER
Sentence: 276,.,NNS,O
,',NNS,O
,Luis,NNS,B-PER
,Figo,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 277,Waqwa,NNS,B-LOC
,(,NNS,O
,'Nycticorax,NNS,O
,nycticorax,NNS,O
,',NNS,O
,),NNS,O
Sentence: 278,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2006,NNS,I-ORG
Sentence: 279,--,NNS,O
,>,NNS,O
,.,NNS,O
,',NNS,O
,Felipe,NNS,B-PER
,Segundo,NNS,I-PER
,Guzmán,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 280,Inlisya,NNS,B-ORG
,(,NNS,O
,iglesia,NNS,O
,-,NNS,O
,lugar,NNS,O
,de,NNS,O
,culto,NNS,O
,),NNS,O
Sentence: 281,Huk,NNS,O
,kanchakunap,NNS,O
,puchunkunatataq,NNS,O
,Ullantaytampu,NNS,B-LOC
,llaqtapim,NNS,O
,tarinchik,NNS,O
,.,NNS,O
Sentence: 282,Mana,NNS,B-ORG
,kamachiy,NNS,I-ORG
,tantanakuy,NNS,I-ORG
Sentence: 283,.,NNS,O
,',NNS,O
,Yang,NNS,B-PER
,Jiechi,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 284,Chilipi,NNS,B-ORG
,amachasqa,NNS,I-ORG
,sallqa,NNS,I-ORG
,suyukuna,NNS,I-ORG
Sentence: 285,Amedeo,NNS,B-PER
,Avogadro,NNS,I-PER
,-,NNS,O
,Antoine,NNS,B-PER
,Lavoisier,NNS,I-PER
,-,NNS,O
,Henry,NNS,B-PER
,Le,NNS,I-PER
,Châtelier,NNS,I-PER
,-,NNS,O
,Dmitri,NNS,B-PER
,Mendeleev,NNS,I-PER
,-,NNS,O
,Lothar,NNS,B-PER
,Meyer,NNS,I-PER
Sentence: 286,Djalma,NNS,B-PER
,Santos,NNS,I-PER
,-,NNS,O
,3,NNS,O
,.,NNS,O
Sentence: 287,.,NNS,O
,',NNS,O
,Flórián,NNS,B-PER
,Albert,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 288,.,NNS,O
,',NNS,O
,Felipe,NNS,B-PER
,Segundo,NNS,I-PER
,Guzmán,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 289,Chuqiyapu,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Inkisiwi,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Q'imi,NNS,B-LOC
,munisipyu,NNS,I-LOC
Sentence: 290,P'isaq,NNS,B-LOC
,llaqtam,NNS,O
,Willkamayuwan,NNS,B-LOC
,",",NNS,O
,Willka,NNS,B-LOC
,Qhichwapi,NNS,I-LOC
,.,NNS,O
Sentence: 291,Wallqa,NNS,B-LOC
,Wallqa,NNS,B-LOC
,(,NNS,O
,6.025,NNS,O
,m,NNS,O
,),NNS,O
Sentence: 292,Surutu,NNS,B-LOC
,mayu,NNS,I-LOC
,",",NNS,O
,Amboró,NNS,B-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 293,Hornopirén,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 294,**,NNS,O
,.,NNS,O
,',NNS,O
,Mayu,NNS,B-LOC
,atuq,NNS,I-LOC
,',NNS,O
,.,NNS,O
,',NNS,O
,(,NNS,O
,Chrysocyon,NNS,O
,brachyurus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 295,Lari,NNS,B-LOC
,distritu,NNS,I-LOC
,",",NNS,O
,Madrigal,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 296,Jürgen,NNS,B-PER
,Kohler,NNS,I-PER
,-,NNS,O
,5,NNS,O
,.,NNS,O
Sentence: 297,Vicente,NNS,B-ORG
,Pérez,NNS,I-ORG
,Rosales,NNS,I-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 298,Anqash,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Asunsyun,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Chakas,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 299,.,NNS,O
,',NNS,O
,Rafael,NNS,B-PER
,Caldera,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 300,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 301,Yuraq,NNS,B-LOC
,waqar,NNS,I-LOC
,'Egretta,NNS,O
,thula,NNS,O
,',NNS,O
Sentence: 302,PUSAPUNA,NNS,O
,Santa,NNS,B-LOC
,Rusa,NNS,I-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Apurimaq,NNS,I-LOC
,),NNS,I-LOC
Sentence: 303,PUSAPUNA,NNS,O
,Qhichwa,NNS,B-LOC
,yawar,NNS,I-LOC
,ch'unqa,NNS,I-LOC
Sentence: 304,Mama,NNS,B-ORG
,Llaqtap,NNS,I-ORG
,San,NNS,I-ORG
,Markus,NNS,I-ORG
,Hatun,NNS,I-ORG
,Yachay,NNS,I-ORG
,Sunturninpim,NNS,I-ORG
,yachaqayninta,NNS,O
,hunt'arqan,NNS,O
,.,NNS,O
Sentence: 305,Cajas,NNS,B-LOC
,mama,NNS,I-LOC
,llaqta,NNS,I-LOC
,parki,NNS,I-LOC
Sentence: 306,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2002,NNS,I-ORG
Sentence: 307,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2006,NNS,I-ORG
Sentence: 308,Wiñaymarka,NNS,B-LOC
,qucha,NNS,I-LOC
,",",NNS,O
,Titiqaqa,NNS,B-LOC
,qucha,NNS,I-LOC
Sentence: 309,Patu,NNS,B-LOC
,jirka,NNS,I-LOC
,'Anas,NNS,O
,georgica,NNS,O
,',NNS,O
Sentence: 310,T'uru,NNS,B-ORG
,T'uru,NNS,B-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 311,.,NNS,O
,',NNS,O
,Alfredo,NNS,B-PER
,Di,NNS,I-PER
,Stéfano,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 312,Trumpun,NNS,B-ORG
,',NNS,O
,(,NNS,O
,Trombone,NNS,O
,),NNS,O
,',NNS,O
Sentence: 313,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1962,NNS,I-ORG
Sentence: 314,PUSAPUNA,NNS,O
,Illinisa,NNS,B-ORG
,kawsaykuska,NNS,I-ORG
,amachasqa,NNS,I-ORG
,allpa,NNS,I-ORG
Sentence: 315,Antikuna,NNS,B-LOC
,",",NNS,O
,Buliwyap,NNS,B-LOC
,Kunti,NNS,I-LOC
,Wallan,NNS,I-LOC
Sentence: 316,PUSAPUNA,NNS,O
,San,NNS,B-LOC
,Huwan,NNS,I-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Lukana,NNS,I-LOC
,),NNS,I-LOC
Sentence: 317,.,NNS,O
,',NNS,O
,Yang,NNS,B-PER
,Shangkun,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 318,Humphrey,NNS,B-PER
,Bogart,NNS,I-PER
Sentence: 319,pusapuna,NNS,O
,Carl,NNS,B-PER
,von,NNS,I-PER
,Linné,NNS,I-PER
Sentence: 320,Pukallpa,NNS,B-LOC
,;,NNS,O
,Ikitus,NNS,B-LOC
,",",NNS,O
,Kuntamana,NNS,B-LOC
,",",NNS,O
,Truhillu,NNS,B-LOC
,",",NNS,O
,Kashamarka,NNS,B-LOC
Sentence: 321,Lawqa,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 322,Chuqiyapu,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Franz,NNS,B-LOC
,Tamayo,NNS,I-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Pilichuku,NNS,B-LOC
,munisipyu,NNS,I-LOC
Sentence: 323,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1986,NNS,I-ORG
Sentence: 324,Pachakuti,NNS,B-ORG
,Indihina,NNS,I-ORG
,Rikch'arimuy,NNS,I-ORG
Sentence: 325,--,NNS,O
,>,NNS,O
,.,NNS,O
,',NNS,O
,Mariano,NNS,B-PER
,Baptista,NNS,I-PER
,',NNS,O
,1892-1896,NNS,O
Sentence: 326,Independencia,NNS,O
,distritu]],NNS,O
